iter	RMSE
442	0.005102412967
443	0.005089182893
444	0.005077086393
445	0.005063000356
446	0.005052865259
447	0.005043641743
448	0.005031490796
449	0.005023515659
450	0.005012780288
451	0.005001056203
452	0.00498782427
453	0.004978537745
454	0.004971507895
455	0.004962661589
456	0.004949250975
457	0.00494106292
458	0.004933428296
459	0.004925698178
460	0.004907607944
461	0.004901251504
462	0.004889907671
463	0.004878982067
464	0.004870920995
465	0.004862160662
466	0.004848299077
467	0.004839864401
468	0.00483020125
469	0.004818918389
470	0.004808488464
471	0.004801098414
472	0.004790995613
473	0.004786413369
474	0.004778716898
475	0.004770724439
476	0.004760860561
477	0.004754098891
478	0.004746947697
479	0.004734734421
480	0.004727041266
481	0.004720196341
482	0.004706781947
483	0.00469732754
484	0.004690601971
485	0.004682860649
486	0.004672536375
487	0.004665444914
488	0.00465186922
489	0.004645777669
490	0.004636734433
491	0.004628462881
492	0.004618874414
493	0.004614122103
494	0.004599626856
495	0.004588233436
496	0.004579183913
497	0.004569546993
498	0.004560144111
499	0.004550430906
500	0.004541741952
501	0.004532623434
502	0.004522492077
503	0.00451476847
504	0.00450878014
505	0.004502088711
506	0.004494630168
507	0.004490609522
508	0.004482648752
509	0.004472510254
510	0.004460872375
511	0.004452315929
512	0.004447157563
513	0.004438494223
514	0.00442861115
515	0.004417206492
516	0.004410794325
517	0.004404848745
518	0.004394150219
519	0.004383784082
520	0.004377347173
521	0.004370195134
522	0.004362835328
523	0.004357261471
524	0.004349829062
525	0.004343210951
526	0.004335110636
527	0.004327855274
528	0.004323146568
529	0.004313964228
530	0.004306713855
531	0.004298653423
532	0.004290690416
533	0.004284765274
534	0.004278223521
535	0.004269594163
536	0.004262430747
537	0.004255696339
538	0.004248729833
539	0.00424109567
540	0.004233013589
541	0.00422249711
542	0.00421263699
543	0.004202369861
544	0.004195648006
545	0.004187638006
546	0.004180351745
547	0.004171703207
548	0.004163852565
549	0.004156032526
550	0.004151930528
551	0.00414653861
552	0.004142588425
553	0.004136197429
554	0.004130579672
555	0.004125035214
556	0.004116940452
557	0.004111091719
558	0.004104923809
559	0.004098710734
560	0.004090323839
561	0.004079311717
562	0.004072965879
563	0.004066682148
564	0.004055894155
565	0.004043826358
566	0.004036078759
567	0.004031788335
568	0.004025811286
569	0.004016004093
570	0.004008759716
571	0.004000295034
572	0.003995071268
573	0.003990292637
574	0.00398749678
575	0.003981598841
576	0.003977213333
577	0.003971384369
578	0.0039598988
579	0.003954901779
580	0.003951019408
581	0.003945174414
582	0.003939555189
583	0.003934228547
584	0.003929242551
585	0.003923447352
586	0.003918460319
587	0.003913368569
588	0.003907807368
589	0.003900219858
590	0.003894291984
591	0.003887234779
592	0.003882583825
593	0.00387438317
594	0.003866088348
595	0.003860856488
596	0.003855683514
597	0.003850813463
598	0.003844508192
599	0.00383742642
600	0.003831973548
601	0.003827598353
602	0.003821130287
603	0.003814518733
604	0.003805372551
605	0.003797276809
606	0.003791038209
607	0.003784291274
608	0.003778051574
609	0.003773145414
610	0.003767963851
611	0.00376225781
612	0.003756241678
613	0.00375209231
614	0.003744553758
615	0.003739250365
616	0.003732605601
617	0.003727489261
618	0.003722071487
619	0.003717816267
620	0.003714331811
621	0.003709502297
622	0.003702589611
623	0.00369683661
624	0.003692422225
625	0.003683875962
626	0.00367789194
627	0.003671095153
628	0.003664337468
629	0.003658655786
630	0.003651379042
631	0.003647654764
632	0.003642039833
633	0.003636824867
634	0.003632532529
635	0.003627650185
636	0.003620816359
637	0.003615288942
638	0.00361086532
639	0.003601106829
640	0.003595922412
641	0.003590689364
642	0.00358426088
643	0.003580057087
644	0.003575369372
645	0.003571693273
646	0.003568592494
647	0.003563927065
648	0.003554250712
649	0.003547862273
650	0.003539367162
651	0.003535517586
652	0.003530388297
653	0.003526329959
654	0.003518635539
655	0.003513409193
656	0.003508379395
657	0.003503121862
658	0.003497306335
659	0.003493181304
660	0.00348826213
661	0.003482904038
662	0.003478359866
663	0.003473460902
664	0.003469320122
665	0.003460380832
666	0.003456019073
667	0.003448978112
668	0.003443885378
669	0.003440963829
670	0.00343579616
671	0.00343209411
672	0.003428195196
673	0.003424811295
674	0.003420653653
675	0.003416184931
676	0.003412032895
677	0.00340783439
678	0.003402600441
679	0.003398012635
680	0.003393500041
681	0.00339012978
682	0.003384776459
683	0.003377921808
684	0.003367746071
685	0.003363985086
686	0.00335684365
687	0.003349533502
688	0.003346941149
689	0.003339490093
690	0.003333857536
691	0.003328714465
692	0.003324590394
693	0.003319404124
694	0.003313172363
695	0.003306194909
696	0.003299584426
697	0.003295015049
698	0.003289857574
699	0.003284768041
700	0.003278643627
701	0.003275074866
702	0.003270786443
703	0.003267582197
704	0.003261824558
705	0.003256602211
706	0.003251622409
707	0.003247114287
708	0.003243117502
709	0.003239130819
710	0.003233521987
711	0.003230186737
712	0.00322551751
713	0.00322316448
714	0.003217631697
715	0.003211478481
716	0.00320729063
717	0.003202676872
718	0.003199115007
719	0.003193916453
720	0.003189843148
721	0.003185971139
722	0.003179915735
723	0.003176637766
724	0.003171422109
725	0.00316777292
726	0.003161656783
727	0.003157407152
728	0.003152740779
729	0.003149617012
730	0.003146730912
731	0.003142129968
732	0.003137849141
733	0.003133445755
734	0.00312979092
735	0.003125537602
736	0.003121303004
737	0.003118550359
738	0.003115461318
739	0.003111507181
740	0.003107594704
741	0.003102448232
742	0.003098820551
743	0.003095238385
744	0.003090395391
745	0.003085330498
746	0.003081395642
747	0.003075090045
748	0.003069947567
749	0.003065127406
750	0.00306195948
751	0.003058417974
752	0.003055497772
753	0.00305072156
754	0.003046089788
755	0.003040829637
756	0.003033271963
757	0.003028120605
758	0.00302396726
759	0.003021056521
760	0.003017186612
761	0.003013598427
762	0.003011323911
763	0.003005986504
764	0.003002002823
765	0.002996725421
766	0.002990803671
767	0.002985686331
768	0.002977610148
769	0.002971708162
770	0.002966766802
771	0.002964214638
772	0.002960669555
773	0.002956792649
774	0.00295281855
775	0.002946118147
776	0.00294315214
777	0.002939178081
778	0.002935261165
779	0.002929664772
780	0.002926997642
781	0.002923079023
782	0.002919704675
783	0.002916188863
784	0.002911644123
785	0.002907291115
786	0.002901657217
787	0.00289726691
788	0.002892957081
789	0.002885935548
790	0.002882320736
791	0.002878450856
792	0.002875666304
793	0.002872587425
794	0.002868061953
795	0.002864587182
796	0.002859904034
797	0.002854261325
798	0.002850674329
799	0.002847499674
800	0.002844318332
801	0.002841574243
802	0.002834463643
803	0.002831581084
804	0.002825472322
805	0.00282250852
806	0.002818686035
807	0.002816123184
808	0.00281246293
809	0.002806264626
810	0.00280344217
811	0.002799366338
812	0.002796360533
813	0.002789518387
814	0.002785863727
815	0.002782969277
816	0.002778705938
817	0.002775416142
818	0.00277131511
819	0.0027662723
820	0.002763682299
821	0.00275757833
822	0.002753549141
823	0.002750992077
824	0.002747222259
825	0.002743143442
826	0.002739471535
827	0.002735843618
828	0.002729022356
829	0.002725528328
830	0.002722406808
831	0.002718654987
832	0.002715698664
833	0.002711691784
834	0.002705664339
835	0.002702043624
836	0.002699315789
837	0.00269706241
838	0.002694373056
839	0.0026917711
840	0.002686926558
841	0.002683448577
842	0.002681091792
843	0.002676064027
844	0.002670408727
845	0.002667673628
846	0.002665127144
847	0.002661360046
848	0.002659898466
849	0.00265584931
850	0.002653565012
851	0.002650856896
852	0.002644948072
853	0.002641418706
854	0.00263804322
855	0.002635708551
856	0.002630589263
857	0.002628451267
858	0.002625874191
859	0.002623065124
860	0.002618996588
861	0.002616208373
862	0.002614259466
863	0.002611782159
864	0.002607504191
865	0.002604361666
866	0.002598985251
867	0.002596103579
868	0.002592761345
869	0.002590382411
870	0.002588364147
871	0.002585202968
872	0.002582903902
873	0.002580236914
874	0.002575925075
875	0.002572431846
876	0.002568566202
877	0.002565666375
878	0.002560764241
879	0.002556639061
880	0.002552488655
881	0.002548812808
882	0.002542894452
883	0.002540482774
884	0.002538505744
885	0.002535350213
886	0.002532288732
887	0.002530421422
888	0.002526530836
889	0.002523728804
890	0.002519379949
891	0.002515642293
892	0.00251357904
893	0.002509869438
894	0.002506619577
895	0.002504655892
896	0.002502518985
897	0.002499482233
898	0.002497034465
899	0.00249395371
900	0.002491587863
901	0.002486942792
902	0.002484529069
903	0.002482319455
904	0.002477136722
905	0.002474802451
906	0.002471975822
907	0.002467437619
908	0.00246281896
909	0.002460662144
910	0.002458146208
911	0.002455965866
912	0.002452814352
913	0.002450362415
914	0.002448284064
915	0.002444044804
916	0.002441775221
917	0.002439481664
918	0.002436080522
919	0.002432371621
920	0.00242912554
921	0.002425948853
922	0.002422219242
923	0.002419071007
924	0.002416776601
925	0.002413923332
926	0.002410947701
927	0.002407763404
928	0.002405246123
929	0.002401400213
930	0.002397809535
931	0.002395087475
932	0.002389513723
933	0.002387042145
934	0.002383700427
935	0.00238087834
936	0.002378009998
937	0.002375764897
938	0.002372527656
939	0.002368259375
940	0.002365678635
941	0.002363667093
942	0.002360328632
943	0.002358206331
944	0.002353588452
945	0.00234894436
946	0.00234526299
947	0.002341644091
948	0.002338515723
949	0.002335859789
950	0.002334015933
951	0.002330836467
952	0.002327217553
953	0.002324037909
954	0.002321222348
955	0.002319021405
956	0.00231509815
957	0.002312778301
958	0.002309598715
959	0.00230716436
960	0.002301557884
961	0.002297204535
962	0.002294946133
963	0.002292154958
964	0.002289373402
965	0.002285853041
966	0.002283313071
967	0.002281202691
968	0.002277736966
969	0.002275403994
970	0.002272851399
971	0.002270654996
972	0.00226786029
973	0.002265716583
974	0.002263132716
975	0.002260691334
976	0.002257076045
977	0.002252478642
978	0.002249932871
979	0.002247124629
980	0.002244521277
981	0.002241318834
982	0.002238863134
983	0.002237185363
984	0.002235191643
985	0.002231142216
986	0.002228414949
987	0.002226079691
988	0.002222153197
989	0.00222001094
990	0.00221609903
991	0.002214042185
992	0.002211584806
993	0.002208402702
994	0.0022054064
995	0.002203205084
996	0.002200822005
997	0.002197331941
998	0.002195820449
999	0.002191994733
